0400 - Fornitore;t_cotp;NrOdA;t_odat;t_pono;t_item;4050 - Qta Ordinata (kg);4050 - Importo Ordinato
BP0004881;A01;OA0000797;06/04/2021;150;NSZN150D1100;24320;601177,88
BP0004881;A01;OA0000797;06/04/2021;160;NSZN200D1100;105120;601177,88
BP0004881;A01;OA0000797;06/04/2021;170;NSZN200D1100;119360;601177,88
BP0004881;A01;OA0000797;06/04/2021;180;NSZN300D1100;70720;601177,88
BP0004881;A01;OA0000797;06/04/2021;190;NSZN060D1100;8850;601177,88
BP0004881;A01;OA0000797;06/04/2021;200;NSZN150D1100;11990;601177,88
BP0004881;A01;OA0000797;06/04/2021;210;NSZN060D1100;9920;601177,88
BP0004881;A01;OA0000797;06/04/2021;220;NSZN070D1100;11650;601177,88
BP0004881;A01;OA0000797;06/04/2021;230;NSZN060D1100;6230;601177,88
BP0004881;A01;OA0000798;06/04/2021;10;NSZN050D1200;57560;204155,96
BP0004881;A01;OA0000798;06/04/2021;20;NSZN055D1200;159100;204155,96
BP0004881;A01;OA0000798;06/04/2021;30;NSZN055D1200;58360;204155,96
BP0004881;A01;OA0000798;06/04/2021;40;NSZN060D1200;48280;204155,96
BP0004881;A01;OA0000798;06/04/2021;50;NSZN070D1200;41780;204155,96
BP0004881;A01;OA0000798;06/04/2021;60;NSZN055D1200;9300;204155,96
BP0004881;A01;OA0000799;06/04/2021;10;NSZN075D1275;83280;176677,72
BP0004881;A01;OA0000799;06/04/2021;20;NSZN090D1275;12240;176677,72
BP0004881;A01;OA0000799;06/04/2021;30;NSZN120D1275;44940;176677,72
BP0004881;A01;OA0000799;06/04/2021;40;NSZN150D1275;45920;176677,72
BP0004881;A01;OA0000799;06/04/2021;50;NSZN150D1275;29810;176677,72
BP0004881;A01;OA0000799;06/04/2021;60;NSZN150D1275;72120;176677,72
BP0004881;A01;OA0000799;06/04/2021;70;NSZN200D1275;53240;176677,72
BP0003242;A01;OA0000800;07/04/2021;10;NSAL4005754H111;2335;6888,25
BP0000610;A02;OA0000802;07/04/2021;10;ACCAVGOBG120;48;1494,03
BP0000610;A02;OA0000802;07/04/2021;20;ACCAVGOG7080;30;1494,03
BP0000610;A02;OA0000802;07/04/2021;30;ACCAVGOG7100;0;1494,03
BP0000610;A02;OA0000802;07/04/2021;40;ACCAVGOGA100;30;1494,03
BP0000610;A02;OA0000802;07/04/2021;50;ACCAVGORS100;100;1494,03
BP0000610;A02;OA0000802;07/04/2021;60;ACCAVGOSI120;24;1494,03
BP0000610;A02;OA0000802;07/04/2021;70;ACCZVGOB9120;0;1494,03
BP0000610;A02;OA0000802;07/04/2021;80;ACCZVGOBG100;50;1494,03
BP0000610;A02;OA0000802;07/04/2021;90;ACCZVGOGA080;100;1494,03
BP0000610;A02;OA0000802;07/04/2021;100;ACCZVGOGA080F3;40;1494,03
BP0000610;A02;OA0000802;07/04/2021;110;ACCZVGOGA100;0;1494,03
BP0000610;A02;OA0000802;07/04/2021;120;ACCZVGOTM080;50;1494,03
BP0000610;A02;OA0000802;07/04/2021;130;ACCZVGOTM080X080;30;1494,03
BP0000610;A02;OA0000802;07/04/2021;140;ACCZVGOTM100;100;1494,03
BP0000610;A02;OA0000802;07/04/2021;150;ACCZVGOTM100F3;30;1494,03
BP0000610;A02;OA0000802;07/04/2021;160;ACCZVGOTM100X100;50;1494,03
BP0000808;A02;OA0000803;07/04/2021;10;ACCAVGOBR100F2;300;1015,11
BP0000808;A02;OA0000803;07/04/2021;20;ACCAVGOG7080;30;1015,11
BP0000808;A02;OA0000803;07/04/2021;30;ACCAVGOG7100;50;1015,11
BP0000808;A02;OA0000803;07/04/2021;40;ACCAVGOGA100;50;1015,11
BP0000808;A02;OA0000803;07/04/2021;50;ACCAVGOSI100;0;1015,11
BP0000808;A02;OA0000803;07/04/2021;60;ACCZVGOBG100;0;1015,11
BP0000808;A02;OA0000803;07/04/2021;70;ACCZVGONE100;100;1015,11
BP0000808;A02;OA0000803;07/04/2021;80;ACCZVGOTM080;50;1015,11
BP0000808;A02;OA0000803;07/04/2021;90;ACCZVGOTM080X080;30;1015,11
BP0000808;A02;OA0000803;07/04/2021;100;ACCZVGOTM100;100;1015,11
BP0000808;A02;OA0000803;07/04/2021;110;ACCZVGOTM100F3;30;1015,11
BP0000808;A02;OA0000803;07/04/2021;120;ACCAVGOSI120;40;1015,11
BP0000808;A02;OA0000803;07/04/2021;130;ACCZVGOSI100;50;1015,11
BP0000808;A02;OA0000803;07/04/2021;140;XXIMLEEURO;4;1015,11
BP0001395;A02;OA0000805;07/04/2021;10;ACCAIGO08072E;200;8892,5
BP0001395;A02;OA0000805;07/04/2021;20;ACCAIGO08085E;100;8892,5
BP0001395;A02;OA0000805;07/04/2021;30;ACCAIGO10072E;300;8892,5
BP0001395;A02;OA0000805;07/04/2021;40;ACCAIGO10085E;300;8892,5
BP0001395;A02;OA0000805;07/04/2021;50;ACCCUGO06085E;0;8892,5
BP0001395;A02;OA0000805;07/04/2021;60;ACCCUGO08072E;300;8892,5
BP0001395;A02;OA0000805;07/04/2021;70;ACCCUGO08085E;200;8892,5
BP0001395;A02;OA0000805;07/04/2021;80;ACCCUGO10072E;1000;8892,5
BP0001395;A02;OA0000805;07/04/2021;90;ACCCUGO10085E;100;8892,5
BP0001395;A02;OA0000805;07/04/2021;100;ACCCUGO12072E;105;8892,5
BP0004448;A01;OA0000806;07/04/2021;10;NSZV060D1BB1;62530;2024195,56
BP0004448;A01;OA0000806;07/04/2021;20;NSZV055D1BG1;0;2024195,56
BP0004448;A01;OA0000806;07/04/2021;30;NSZV060D1BG2;0;2024195,56
BP0004448;A01;OA0000806;07/04/2021;40;NSZV060D1BG2;18292;2024195,56
BP0004448;A01;OA0000806;07/04/2021;50;NSZV060D1BG2;190790;2024195,56
BP0004448;A01;OA0000806;07/04/2021;60;NSZV070D1BG2;0;2024195,56
BP0004448;A01;OA0000806;07/04/2021;70;NSZV080D1BG2;0;2024195,56
BP0004448;A01;OA0000806;07/04/2021;80;NSZV080D1BG2;0;2024195,56
BP0004448;A01;OA0000806;07/04/2021;90;NSZV080D1BG2;28160;2024195,56
BP0004448;A01;OA0000806;07/04/2021;100;NSZV100D1BG2;51796;2024195,56
BP0004448;A01;OA0000806;07/04/2021;110;NSZV120D1BG2;27638;2024195,56
BP0004448;A01;OA0000806;07/04/2021;120;NSZV120D1BG2;24580;2024195,56
BP0004448;A01;OA0000806;07/04/2021;130;NSZV120D1BG2;54112;2024195,56
BP0004448;A01;OA0000806;07/04/2021;140;NSZV150D1BG2;44866;2024195,56
BP0004448;A01;OA0000806;07/04/2021;150;NSZV150D1BG2;28495;2024195,56
BP0004448;A01;OA0000806;07/04/2021;160;NSZV055D1AGA2;54990;2024195,56
BP0004448;A01;OA0000806;07/04/2021;170;NSZV055D1HGA2;117700;2024195,56
BP0004448;A01;OA0000806;07/04/2021;180;NSZV055D1GA2;0;2024195,56
BP0004448;A01;OA0000806;07/04/2021;190;NSZV060D1GA2;0;2024195,56
BP0004448;A01;OA0000806;07/04/2021;200;NSZV050D1NE2;0;2024195,56
BP0004448;A01;OA0000806;07/04/2021;210;NSZV055D1NE2;30672;2024195,56
BP0004448;A01;OA0000806;07/04/2021;220;NSZV080D1NE2;0;2024195,56
BP0004448;A01;OA0000806;07/04/2021;230;NSZV080D1NE2;0;2024195,56
BP0004448;A01;OA0000806;07/04/2021;240;NSZV055D1SA2;57660;2024195,56
BP0004448;A01;OA0000806;07/04/2021;250;NSZV055D1AG72;61230;2024195,56
BP0004448;A01;OA0000806;07/04/2021;260;NSZV055D1HG72;37610;2024195,56
BP0004448;A01;OA0000806;07/04/2021;270;NSZV055D1G72;0;2024195,56
BP0004448;A01;OA0000806;07/04/2021;280;NSZV060D1G72;40162;2024195,56
BP0004448;A01;OA0000806;07/04/2021;290;NSZV055D1T82;60040;2024195,56
BP0004448;A01;OA0000806;07/04/2021;300;NSZV087D1MR1;146830;2024195,56
BP0004448;A01;OA0000806;07/04/2021;310;NSZV055D1B22;0;2024195,56
BP0004448;A01;OA0000806;07/04/2021;320;NSZV060D1B22;27675;2024195,56
BP0004448;A01;OA0000806;07/04/2021;330;NSZV080D1RS2;0;2024195,56
BP0004448;A01;OA0000806;07/04/2021;340;NSZV060D1SI2;0;2024195,56
BP0004448;A01;OA0000806;07/04/2021;350;NSZV055D1HTM2;110820;2024195,56
BP0004448;A01;OA0000806;07/04/2021;360;NSZV050D1TM2;0;2024195,56
BP0004448;A01;OA0000806;07/04/2021;370;NSZV055D1TM2;20410;2024195,56
BP0004448;A01;OA0000806;07/04/2021;380;NSZV055D1TM2;28180;2024195,56
BP0004448;A01;OA0000806;07/04/2021;390;NSZV060D1TM2;0;2024195,56
BP0004448;A01;OA0000806;07/04/2021;400;NSZV080D1TM2;0;2024195,56
BP0004448;A01;OA0000806;07/04/2021;410;NSZV080D1TM2;0;2024195,56
BP0004448;A01;OA0000806;07/04/2021;420;NSZV060D1V62;57160;2024195,56
BP0004448;A01;OA0000806;07/04/2021;430;NSZV040D1SI1;99858;2024195,56
BP0004594;A01;OA0000808;08/04/2021;10;FOAL2001050FMAN1000X2000;1836;61800
BP0004594;A01;OA0000808;08/04/2021;20;FOAL2001050FMAN1250X2500;3104;61800
BP0004594;A01;OA0000808;08/04/2021;30;FOAL2001050FMAN1500X3000;6290;61800
BP0004594;A01;OA0000808;08/04/2021;40;FOAL3001050FMAN1250X2500;3564;61800
BP0004594;A01;OA0000808;08/04/2021;50;FOAL3001050FMAN1500X3000;7656;61800
BP0004197;A01;OA0000809;08/04/2021;10;NSAV100CS1P;1208;4920
BP0004448;A01;OA0000810;08/04/2021;10;NSZN070D1100;10271;36996,47
BP0004448;A01;OA0000810;08/04/2021;20;NSZN100D1100;13276;36996,47
BP0004448;A01;OA0000810;08/04/2021;30;NSZN070D1100;9156;36996,47
BP0004658;A01;OA0000811;08/04/2021;10;NSAI0404412B;60655;147000
BP0002105;A02;OA0000812;08/04/2021;10;XXIMLE9X4X500;312;1428
BP0005438;A01;OA0000813;09/04/2021;10;NSAI040430BA;17240;247235,82
BP0005438;A01;OA0000813;09/04/2021;20;NSAI0604302B;72516;247235,82
BP0005438;A01;OA0000813;09/04/2021;30;NSAI0604302B;22439;247235,82
BP0005438;A01;OA0000813;09/04/2021;40;NSAI0704302B;19262;247235,82
BP0005438;A01;OA0000813;09/04/2021;50;NSAI0704302B;22370;247235,82
BP0006107;A01;OA0000815;09/04/2021;10;NSAI0502022B;390000;423150
BP0002105;A01;OA0000816;09/04/2021;10;XXIMLECASSA;2;192
BP0003969;A02;OA0000817;09/04/2021;10;XXIMPEL1500LBBA;?;194631,4
BP0003969;A02;OA0000817;09/04/2021;20;XXIMPEL0870FIBA;?;194631,4
BP0003969;A02;OA0000817;09/04/2021;30;XXIMPEL1000FIB;?;194631,4
BP0003969;A02;OA0000817;09/04/2021;40;XXIMPEL1250FIB;?;194631,4
BP0003969;A02;OA0000817;09/04/2021;50;XXIMPEL1500FIB;?;194631,4
BP0003969;A02;OA0000817;09/04/2021;60;XXIMPEL1250LMA;?;194631,4
BP0001395;A02;OA0000819;12/04/2021;10;ACCAIGO12085E;60;3165
BP0001395;A02;OA0000819;12/04/2021;20;ACCAIGO12072E;120;3165
BP0001395;A02;OA0000819;12/04/2021;30;ACCAIGO10072E;300;3165
BP0001395;A02;OA0000819;12/04/2021;40;ACCAIGO10085E;50;3165
BP0001395;A02;OA0000819;12/04/2021;50;ACCAIGO08085E;50;3165
BP0001395;A02;OA0000819;12/04/2021;60;ACCAIGO08072E;200;3165
BP0001395;A02;OA0000819;12/04/2021;70;ACCAIGO08040E;50;3165
BP0001395;A02;OA0000819;12/04/2021;80;ACCAIGO06085E;50;3165
BP0001395;A02;OA0000819;12/04/2021;90;ACCAIGO06072E;50;3165
BP0001395;A02;OA0000819;12/04/2021;100;ACCAIGO06040E;20;3165
BP0003242;A01;OA0000820;12/04/2021;10;NSAL0503105H16;22730;465014,4
BP0003242;A01;OA0000820;12/04/2021;20;NSAL0603105H16;39448;465014,4
BP0003242;A01;OA0000820;12/04/2021;30;NSAL0803105H16;14720;465014,4
BP0003242;A01;OA0000820;12/04/2021;40;NSAL1005754H111;8835;465014,4
BP0003242;A01;OA0000820;12/04/2021;50;NSAL1505754H111;6032;465014,4
BP0003242;A01;OA0000820;12/04/2021;60;NSAL1505754H111;8750;465014,4
BP0003242;A01;OA0000820;12/04/2021;70;NSAL1505754H111;20164;465014,4
BP0003242;A01;OA0000820;12/04/2021;80;NSAL2005754H111;6734;465014,4
BP0003242;A01;OA0000820;12/04/2021;90;NSAL2005754H111;8678;465014,4
BP0003242;A01;OA0000820;12/04/2021;100;NSAL2005754H111;40896;465014,4
BP0003242;A01;OA0000820;12/04/2021;110;NSAL2505754H111;10340;465014,4
BP0003242;A01;OA0000820;12/04/2021;120;NSAL2505754H34;10224;465014,4
BP0003242;A01;OA0000820;12/04/2021;130;NSAL3005754H111;6796;465014,4
BP0003242;A01;OA0000820;12/04/2021;140;NSAL3005754H111;20728;465014,4
BP0003242;A01;OA0000820;12/04/2021;150;NSAL4005754H111;17630;465014,4
BP0005017;A01;OA0000821;12/04/2021;10;NSTZ070VRNQZ-;7888;101453,87
BP0005017;A01;OA0000821;12/04/2021;20;NSTZ070VRNQZ-;8340;101453,87
BP0005017;A01;OA0000821;12/04/2021;30;NSTZ070VRNGA-;3930;101453,87
BP0005017;A01;OA0000821;12/04/2021;40;NSTZ070VRNGA-;3978;101453,87
BP0002105;A02;OA0000822;12/04/2021;10;XXIMLEFO100X250;100;7314
BP0002105;A02;OA0000822;12/04/2021;20;XXIMLEFO125X250;300;7314
BP0002923;A02;OA0000823;13/04/2021;10;XXIMAD50AV;216;270
BP0003518;A02;OA0000824;13/04/2021;10;XXIMPEL1000LB;?;97260
BP0003518;A02;OA0000824;13/04/2021;20;XXIMPEL1500LB;?;97260
BP0003518;A02;OA0000824;13/04/2021;30;XXIMPEL1000BN;?;97260
BP0003518;A02;OA0000824;13/04/2021;40;XXIMPEL1250BN;?;97260
BP0003518;A02;OA0000824;13/04/2021;50;XXIMPEL1500BN;?;97260
BP0003653;A01;OA0000825;13/04/2021;10;NSCU050DSCR;6540;142120
BP0003653;A01;OA0000825;13/04/2021;20;NSCU060DSCR;12333;142120
BP0003969;A02;OA0000826;13/04/2021;10;XXIMPEL1000BNAA;?;9912,5
BP0003969;A02;OA0000826;13/04/2021;20;XXIMPEL1250BNAA;?;9912,5
BP0003653;A01;OA0000827;14/04/2021;10;NSCU045DSCR;6368;2708592,78
BP0003653;A01;OA0000827;14/04/2021;20;NSCU048DSCR;12560;2708592,78
BP0003653;A01;OA0000827;14/04/2021;30;NSCU050DSCR;25263;2708592,78
BP0003653;A01;OA0000827;14/04/2021;40;NSCU053DSCR;12107;2708592,78
BP0003653;A01;OA0000827;14/04/2021;50;NSCU058DSCR;11580;2708592,78
BP0003653;A01;OA0000827;14/04/2021;60;NSCU060DSCR;10118;2708592,78
BP0003653;A01;OA0000827;14/04/2021;70;NSCU060DSCR;342460;2708592,78
BP0003653;A01;OA0000827;14/04/2021;80;NSCU070DSCR;12606;2708592,78
BP0003653;A01;OA0000827;14/04/2021;90;NSCU080DSCR;47882;2708592,78
BP0003653;A01;OA0000827;14/04/2021;100;NSCU100DSCR;8042;2708592,78
BP0003653;A01;OA0000827;14/04/2021;110;NSCU150DSCR;5400;2708592,78
BP0003653;A01;OA0000827;14/04/2021;120;NSCU060DSCR;21473;2708592,78
BP0001338;A01;OA0000828;14/04/2021;10;NFAL100F3P5;579,5518519;28945
BP0001338;A01;OA0000828;14/04/2021;20;NFAL100F3P5;574,6037037;28945
BP0001338;A01;OA0000828;14/04/2021;30;NFAL080F3P5;850,462963;28945
BP0001338;A01;OA0000828;14/04/2021;40;FFAL150F5P7;45,35802469;28945
BP0004594;A01;OA0000829;14/04/2021;10;NSAV080TM2L;10742;236625
BP0004594;A01;OA0000829;14/04/2021;20;NSAV080TM2L;40664;236625
BP0004594;A01;OA0000829;14/04/2021;30;NSAV100TM2L;11360;236625
BP0004594;A01;OA0000829;14/04/2021;40;NSAV100GA2L;10286;236625
BP0004594;A01;OA0000829;14/04/2021;50;NSAV100TM2L;20484;236625
BP0004594;A01;OA0000829;14/04/2021;60;NSAV100GA2L;9876;236625
BP0004244;A02;OA0000830;14/04/2021;10;XXIMPEL1250;?;47468,75
BP0004244;A02;OA0000830;14/04/2021;20;XXIMPEL1500;?;47468,75
BP0004244;A02;OA0000830;14/04/2021;30;XXIMPEL1000VEN;?;47468,75
BP0004244;A02;OA0000830;14/04/2021;40;XXIMPEL1250VEN;?;47468,75
BP0004448;A01;OA0000831;14/04/2021;10;NSZN200D1100;121230;599375,56
BP0004448;A01;OA0000831;14/04/2021;20;NSZN200D1100;58340;599375,56
BP0004448;A01;OA0000831;14/04/2021;30;NSZN200D1100;143450;599375,56
BP0004448;A01;OA0000831;14/04/2021;40;NSZN300D1100;29620;599375,56
BP0004448;A01;OA0000831;14/04/2021;50;NSZN300D1100;45700;599375,56
BP0004448;A01;OA0000831;14/04/2021;60;NSZN120D1100;92370;599375,56
BP0004448;A01;OA0000831;14/04/2021;70;NSZN400D1200;68320;599375,56
BP0004448;A01;OA0000831;14/04/2021;80;NSZN150D1275;97220;599375,56
BP0004448;A01;OA0000831;14/04/2021;90;NSZN200D1275;62260;599375,56
BP0004448;A01;OA0000831;14/04/2021;100;NSZN250D1275;66040;599375,56
BP0004448;A01;OA0000831;14/04/2021;110;NSZN300D1275;59166;599375,56
BP0004448;A01;OA0000831;14/04/2021;120;NSZN300D1275;49420;599375,56
BP0004448;A01;OA0000831;14/04/2021;130;NSZN150D1275;102166;599375,56
BP0004448;A01;OA0000831;14/04/2021;140;NSZN150D1275;10690;599375,56
BP0004448;A01;OA0000831;14/04/2021;150;NSZN300D1100;7688;599375,56
BP0004448;A01;OA0000831;14/04/2021;160;NSZN120D1100;7725;599375,56
BP0004353;A01;OA0000832;14/04/2021;10;NSZV060D1BG2;82406;513746,43
BP0004353;A01;OA0000832;14/04/2021;20;NSZV060D1BG2;93804;513746,43
BP0004353;A01;OA0000832;14/04/2021;30;NSZV060D1BG2;27860;513746,43
BP0004353;A01;OA0000832;14/04/2021;40;NSZV080D1BG2;72540;513746,43
BP0004353;A01;OA0000832;14/04/2021;50;NSZV080D1BG2;91788;513746,43
BP0004353;A01;OA0000832;14/04/2021;60;NSZV080D1BG2;59986;513746,43
BP0004353;A01;OA0000832;14/04/2021;70;NSZV060D1TM2;201188;513746,43
BP0004353;A01;OA0000832;14/04/2021;80;NSZV060D1TM2;54716;513746,43
BP0004353;A01;OA0000832;14/04/2021;90;NSZV080D1TM2;116780;513746,43
BP0004353;A01;OA0000832;14/04/2021;100;NSZV060D1TM2;5495;513746,43
BP0004450;A01;OA0000833;14/04/2021;10;TQAI120441255200H;4621,578;10750
BP0003442;A01;OA0000834;15/04/2021;10;NSAI080304PSBA;1820;54823,08
BP0003442;A01;OA0000834;15/04/2021;20;NSAI060304PSBA;3750;54823,08
BP0003442;A01;OA0000834;15/04/2021;30;FOAI300304MAN1250X3000;1910;54823,08
BP0003442;A01;OA0000834;15/04/2021;40;FOAI300304MAN1250X2500;1523;54823,08
BP0003442;A01;OA0000834;15/04/2021;50;NSAI060304PSBA;544;54823,08
BP0003442;A01;OA0000834;15/04/2021;60;NSAI060304PSBA;0;54823,08
BP0003442;A01;OA0000834;15/04/2021;70;NSAI060304TL;2252;54823,08
BP0003442;A01;OA0000834;15/04/2021;80;NSAI500304F1;3668;54823,08
BP0003442;A01;OA0000834;15/04/2021;90;NSAI070304TL;1390;54823,08
BP0003442;A01;OA0000834;15/04/2021;100;NSAI040430BA;1532;54823,08
BP0003442;A01;OA0000834;15/04/2021;110;NSAI040430BA;1967;54823,08
BP0003442;A01;OA0000834;15/04/2021;120;NSAI1704302B;5894;54823,08
BP0002105;A02;OA0000835;15/04/2021;10;XXIMLEFOMISURA;8;880
BP0000610;A02;OA0000837;15/04/2021;10;ACCZVCOBG100;200;0
BP0000610;A02;OA0000837;15/04/2021;20;ACCZVBABG100PA;30;0
BP0000610;A02;OA0000837;15/04/2021;30;ACCZVGOBG100F3;20;0
BP0005325;A01;OA0000838;16/04/2021;10;NSTZ100VRNQZ-;1046;1464,4
BP0003653;A01;OA0000839;16/04/2021;10;FOCU300ESCR;1016;9665000
BP0003653;A01;OA0000840;16/04/2021;10;NSCU150DSCR;10061;92250
BP0006110;A01;OA0000841;19/04/2021;10;TTCU150285S;895,4999961;9859,5
BP0003543;A01;OA0000842;19/04/2021;10;XX_GASOLIO;8000;8576
BP0005438;A01;OA0000843;19/04/2021;10;NSAI040304BA;15507;215272,98
BP0005438;A01;OA0000843;19/04/2021;20;NSAI120304BA;15618;215272,98
BP0005438;A01;OA0000843;19/04/2021;30;NSAI150304BA;26160;215272,98
BP0005438;A01;OA0000843;19/04/2021;40;NSAI150304BA;30150;215272,98
BP0003442;A01;OA0000844;19/04/2021;10;NSAI060304PS2B;1800;4140
BP0004445;A01;OA0000845;20/04/2021;10;NSAL0801050H24;16340;454176
BP0004445;A01;OA0000845;20/04/2021;20;NSAL1001050H24;16888;454176
BP0004445;A01;OA0000845;20/04/2021;30;NSAL1001050H24;38304;454176
BP0004445;A01;OA0000845;20/04/2021;40;NSAL1201050H24;7010;454176
BP0004445;A01;OA0000845;20/04/2021;50;NSAL1501050H24;21250;454176
BP0004445;A01;OA0000845;20/04/2021;60;NSAL1501050H24;15014;454176
BP0004445;A01;OA0000845;20/04/2021;70;NSAL1501050H24;51280;454176
BP0004445;A01;OA0000845;20/04/2021;80;NSAL2001050H24;16496;454176
BP0004445;A01;OA0000845;20/04/2021;90;NSAL2001050H24;50816;454176
BP0004445;A01;OA0000845;20/04/2021;100;NSAL3001050H24;11098;454176
BP0002105;A02;OA0000846;20/04/2021;10;XXIMLEFO125X600;10;14398,6
BP0002105;A02;OA0000846;20/04/2021;20;XXIMLEFO150X600;10;14398,6
BP0002105;A02;OA0000846;20/04/2021;30;XXIMLEROTOLINI;342;14398,6
BP0002105;A02;OA0000846;20/04/2021;40;XXIMLEFO150X300;423;14398,6
BP0004658;A01;OA0000847;21/04/2021;10;NSAI0503042D;95246;293357,68
BP0001234;A01;OA0000848;21/04/2021;10;NSTZ070PRP;8586;31216
BP0001234;A01;OA0000849;21/04/2021;10;NSTZ070NAT;20094;60400
BP0004445;A01;OA0000850;21/04/2021;10;NSAI0603042B;0;335121,18
BP0004445;A01;OA0000850;21/04/2021;20;NSAI0803042B;0;335121,18
BP0004445;A01;OA0000850;21/04/2021;30;NSAI0803042B;20668;335121,18
BP0004445;A01;OA0000850;21/04/2021;40;NSAI1503042B;0;335121,18
BP0004445;A01;OA0000850;21/04/2021;50;NSAI1503042B;21036;335121,18
BP0004445;A01;OA0000850;21/04/2021;60;NSAI2003042B;0;335121,18
BP0006297;A01;OA0000851;21/04/2021;10;NSAI0502012B;203692;685000
BP0006297;A01;OA0000851;21/04/2021;20;NSAI0602012B;199284;685000
BP0004500;A01;OA0000852;21/04/2021;10;NSAI0704302B;29366;346499,6
BP0004500;A01;OA0000852;21/04/2021;20;NSAI0704302B;40138;346499,6
BP0004500;A01;OA0000852;21/04/2021;30;NSAI0804302B;39808;346499,6
BP0004500;A01;OA0000852;21/04/2021;40;NSAI0704302B;35596;346499,6
BP0004500;A01;OA0000852;21/04/2021;50;NSAI0804302B;35972;346499,6
BP0004500;A01;OA0000852;21/04/2021;60;NSAI1204302B;18570;346499,6
BP0004500;A01;OA0000852;21/04/2021;70;NSAI1504302B;28112;346499,6
BP0004500;A01;OA0000852;21/04/2021;80;NSAI070430BA;38484;346499,6
BP0004500;A01;OA0000852;21/04/2021;90;NSAI080430BA;39170;346499,6
BP0004500;A01;OA0000852;21/04/2021;100;NSAI120430BA;35490;346499,6
BP0002105;A02;OA0000853;21/04/2021;10;XXIMLEFO100X200;489;22935
BP0002105;A02;OA0000853;21/04/2021;20;XXIMLEROTOLONI;500;22935
BP0002105;A02;OA0000853;21/04/2021;30;XXIMLE8X8X400;1111;22935
BP0002105;A02;OA0000853;21/04/2021;40;XXIMLE9X11X500;200;22935
BP0004500;A01;OA0000854;21/04/2021;10;NSAI0503042B;22670;649000
BP0004500;A01;OA0000854;21/04/2021;20;NSAI0603042B;44756;649000
BP0004500;A01;OA0000854;21/04/2021;30;NSAI1003042B;30144;649000
BP0004500;A01;OA0000854;21/04/2021;40;NSAI1503042B;20401;649000
BP0004500;A01;OA0000854;21/04/2021;50;NSAI0503042B;47420;649000
BP0004500;A01;OA0000854;21/04/2021;60;NSAI0603042B;43882;649000
BP0004500;A01;OA0000854;21/04/2021;70;NSAI0703042B;31006;649000
BP0004500;A01;OA0000854;21/04/2021;80;NSAI0803042B;44838;649000
BP0004500;A01;OA0000854;21/04/2021;90;NSAI1003042B;23515;649000
BP0004500;A01;OA0000854;21/04/2021;100;NSAI1203042B;41616;649000
BP0004500;A01;OA0000854;21/04/2021;110;NSAI1503042B;30832;649000
BP0004500;A01;OA0000854;21/04/2021;120;NSAI2003042B;47764;649000
BP0001372;A01;OA0000855;22/04/2021;10;NSAV080CO2L;3259;13653,5
BP0001372;A01;OA0000856;22/04/2021;20;NSAV080BR2L;5556;182645,79
BP0001372;A01;OA0000856;22/04/2021;30;NSAV070BR2L;7916;182645,79
BP0001372;A01;OA0000856;22/04/2021;40;NSAV080BR2L;28196;182645,79
BP0001372;A01;OA0000856;22/04/2021;50;NSAV070TM2L;3026;182645,79
BP0001372;A01;OA0000856;22/04/2021;60;NSAV070TM2L;3496;182645,79
BP0001372;A01;OA0000856;22/04/2021;70;NSAV080BR2L;5514;182645,79
BP0003130;A01;OA0000857;22/04/2021;10;NSAV100TM2L;14256;48957,27
BP0003130;A01;OA0000857;22/04/2021;20;NSAV100TM2L;2603;48957,27
BP0002105;A02;OA0000859;23/04/2021;10;XXIMLEFO150X200;1;17
BP0004804;A02;OA0000860;26/04/2021;10;XXIMAD50NENE;1044;7214,4
BP0004804;A02;OA0000860;26/04/2021;20;XXIMAD50TRA;744;7214,4
BP0003653;A01;OA0000861;27/04/2021;10;MCCU030DCOTD4;1804;8063,88
BP0004658;A01;OA0000862;27/04/2021;10;NSAI0603042B;15846;851957,03
BP0004658;A01;OA0000862;27/04/2021;20;NSAI0803042B;31451;851957,03
BP0004658;A01;OA0000862;27/04/2021;30;NSAI0803042B;76612;851957,03
BP0004658;A01;OA0000862;27/04/2021;40;NSAI1503042B;15937;851957,03
BP0004658;A01;OA0000862;27/04/2021;50;NSAI1503042B;20564;851957,03
BP0004658;A01;OA0000862;27/04/2021;60;NSAI2003042B;40692;851957,03
BP0004658;A01;OA0000862;27/04/2021;70;NSAI0604302B;15928;851957,03
BP0004658;A01;OA0000862;27/04/2021;80;NSAI1004302B;20117;851957,03
BP0004658;A01;OA0000862;27/04/2021;90;NSAI3004302B;12937;851957,03
BP0004658;A01;OA0000862;27/04/2021;100;NSAI0504302B;31789;851957,03
BP0004658;A01;OA0000862;27/04/2021;110;NSAI0504302B;99316;851957,03
BP0004658;A01;OA0000862;27/04/2021;120;NSAI3004302B;1755;851957,03
BP0005438;A01;OA0000863;28/04/2021;10;NSAI0603042B;0;731300
BP0005438;A01;OA0000863;28/04/2021;20;NSAI1003042B;0;731300
BP0005438;A01;OA0000863;28/04/2021;30;NSAI1503042B;0;731300
BP0005438;A01;OA0000863;28/04/2021;40;NSAI2503042B;0;731300
BP0005438;A01;OA0000863;28/04/2021;50;NSAI3003042B;0;731300
BP0005438;A01;OA0000864;28/04/2021;10;NSAI1503042B;32940;176425,2
BP0005438;A01;OA0000864;28/04/2021;20;NSAI1503042B;41290;176425,2
